filename,Social Media Logo,Social Media Logo Type,Social Media Post Screenshot,Social Media Screenshot Type
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000000-000003.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000004.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000005.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000006-000008.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000009.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000010.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000011.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000012.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000013.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000014-000015.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000016-000017.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000018.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000019-000020.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000021-000022.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000023.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000024.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000025.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000026.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000027-000031.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000032-000033.jpg,Yes,X (X logo),No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000034-000039.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000040.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000041.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000042-000043.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000044.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000045.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000046.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000047.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000048.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000049.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000050.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000051-000052.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000053.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000054-000058.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000059.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000060.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000061.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000062.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000063.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000064.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000065-000066.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000067.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000068.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000069.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000070.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000071.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000072.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000073-000078.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000079.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000080-000083.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000084-000089.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000090-000095.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000096-000101.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000102-000114.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000115-000127.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000128-000131.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000132.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle-000133.jpg,No,N/A,No,N/A
