filename,Social Media Logo,Social Media Logo Type,Social Media Post Screenshot,Social Media Screenshot Type
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000000-000005.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000006.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000007.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000008.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000009-000010.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000011.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000012-000015.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000016.jpg,Yes,X (X logo),No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000017.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000018.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000019-000024.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000025-000034.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000035-000036.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000037-000038.jpg,No,N/A,No,N/A
/home/hjaya002/LLMS/reduced_image_data/MSNBC/MSNBCW_20200314_050000_The_Last_Word_With_Lawrence_ODonnell-000039-000043.jpg,No,N/A,No,N/A
