filename,gold,predicted,false_positives
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001075.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001076-001077.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001078.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001079-001080.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001081.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-001082.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003041-003042.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003043.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003153-003158.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003167-003176.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003264.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson-003265-003266.jpg,set(),{'twitter'},{'twitter'}
/MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson-001986.jpg,set(),{'instagram'},{'instagram'}
/MSNBCW_20230122_050000_Ayman-001785.jpg,set(),{'instagram'},{'instagram'}
/MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell-002315-002321.jpg,set(),{'instagram'},{'instagram'}
